36,"Angola, Antigua and Barbuda, Argentina, Australia, Bahamas, Bangladesh, Barbados, Benin, Brazil, Cameroon,"
37,"Canada, Finland, Iceland, Norway, Russia, Sweden, United States"
38,"Algeria, Chad, Egypt, Libya, Mali, Mauritania,  Morocco, Niger, Sudan, Tunisia,"
39,"Albania, Andorra, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Canada,  China,"
40,"Belize, Brazil, Canada, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Guyana, Honduras,"
41,"Canada, Japan, Mexico,  Russia, United States"
42,"India, China"
43,"China, Japan, Kazakhstan, North Korea, Mongolia, Russia"
44,"Cameroon, Congo,  Equatorial Guinea, Gabon"
45,Madagascar
46,"South Africa, DR Congo, South Sudan, Sudan, Botswana, Kenya, Mozambique, Namibia, Swaziland, Uganda,"
47,Mexico
48,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, Laos, Malaysia, Myanmar, Nepal,"
49,"Bhutan, Cambodia, China, India, Laos, Malaysia, Myanmar, Nepal, Thailand, Viet Nam,"
50,"Australia, Bahrain, Brunei, Cambodia, China, Comoros, Djibouti, Egypt, Eritrea, India,"
51,"Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia,  Laos, Malaysia, Myanmar,"
52,"Djibouti, Ethiopia, Kenya, Somalia"
53,"Algeria, Armenia, Austria,  Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark,"
54,Indomalayan
55,"Albania, Algeria, Andorra, Armenia, Austria, Azerbaijan, Bahrain, Belarus, Belgium, Bosnia and Herzegovina,"
56,Philippines
57,Canada
58,"China, Japan, Russia"
59,"India, Nepal, Sri Lanka"
60,"Bangladesh, Bhutan, Cambodia, China, India, Laos, Malaysia, Myanmar, Nepal, Thailand,"
61,"Bangladesh, Brunei, Cambodia, India, Indonesia, Laos, Malaysia, Myanmar, Thailand, Viet Nam,"
62,"Azerbaijan, Bhutan, China,  Iran, Kazakhstan, Kyrgyzstan, Mongolia, Nepal, Pakistan, Armenia,"
63,"Angola, Benin, Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, Congo, DR Congo, Cote d'Ivoire,"
64,"India, Nepal"
65,"Angola, Kenya, Mozambique, Namibia, South Africa, Tanzania, Zimbabwe, Ethiopia, Botswana, Malawi,"
66,"Afghanistan, India, Pakistan, Tajikistan, Turkmenistan, Uzbekistan"
67,"Albania, Armenia, Austria, Azerbaijan, Belarus, Bosnia and Herzegovina, Bulgaria, China, Croatia, Czech Republic,"
68,"Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon,  Central African Republic, Chad, DR Congo, Cote d'Ivoire,"
69,"Angola, Botswana, Kenya,  Malawi, Mozambique, Namibia, Rwanda, South Africa, Swaziland, Tanzania,"
70,"Albania, Armenia, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark,"
71,"India, Nepal, Pakistan"
72,"Argentina, Bolivia,  Chile, Peru"
73,India
74,"Belarus, Lithuania, Poland, Romania, Russia, Slovakia, Ukraine, Kyrgyzstan"
75,"Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Guyana, Honduras,"
76,"Bolivia, Brazil, Colombia,  Ecuador, Peru, Venezuela"
77,"Albania, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, China,  Croatia, Czech Republic, Denmark,"
78,"Belize, Canada, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, United States"
79,"Botswana, Namibia, South Africa"
80,"Argentina, Belize, Bolivia, Brazil, Colombia, Costa Rica,  Ecuador, El Salvador, Guatemala, Guyana,"
81,"Bolivia, Colombia, Ecuador, Peru, Venezuela"
82,"Argentina, Bolivia, Chile, Paraguay, Peru"
83,"India, Pakistan"
84,"Egypt, Ethiopia, Georgia, Iran, Iraq, Israel, Jordan, Kenya, Lebanon, Libya, Mali, Mauritania, Morocco, Niger, Nigeria, Oman, Pakistan, Saudi Arabia,  Senegal, Syria, Tajikistan, Tanzania, Tunisia, Turkey, Turkmenistan, Uganda, Uzbekistan, Western Sahara, Yemen, Benin, Central African Republic, Eritrea, Guinea, Kuwait, Qatar, Somalia, Sudan, United Arab Emirates"
85,"Bangladesh, Bhutan, Cambodia, China, India, Iran, Japan, North Korea, South Korea, Laos,"
86,"China, Mongolia  Palearctic"
87,"Albania, Austria, Azerbaijan, Bosnia and Herzegovina, Bulgaria, Federated States of Micronesia, France, Georgia, Germany, Greece,"
88,"Albania, Andorra, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia,"
89,"Angola, Botswana,  Namibia, South Africa"
90,"Indonesia,  Malaysia, Myanmar"
91,"Kazakhstan,  Mongolia, Russia, Uzbekistan, Turkmenistan"
92,"Angola, Botswana, Egypt, Eritrea, Swaziland, Ethiopia, Kenya, Mozambique, Namibia, Somalia,"
93,"Belize, Canada, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama,"
94,"Albania,  Armenia, Austria, Azerbaijan, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark,"
95,"Algeria, Angola, Argentina, Australia, Belgium, Brazil, Canada, Cape Verde, Chile, China,"
96,"Albania, Andorra, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Canada,"
97,"Bangladesh, Bhutan, Brunei, Cambodia, China, Hong Kong, India, Indonesia, Japan,  North Korea,"
98,"Albania, Algeria, Andorra, Angola, Armenia, Austria, Azerbaijan, Belarus, Belgium, Benin,"
99,"Bolivia, Brazil, Colombia, Ecuador,  Guyana, Paraguay, Peru, Suriname, Venezuela"
100,Japan
101,"Albania, Andorra, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark,"
102,"Albania, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia,"
103,"Canada, Mexico, Russia, United States, China, Japan, North Korea, South Korea"
104,"China, Japan, Russia, North Korea, Viet Nam, Taiwan"
105,"Spain, Portugal"
106,Indonesia
107,"Italy, Austria, France, Germany, Switzerland"
108,"Albania, Algeria, Bahrain, Bhutan, Bosnia and Herzegovina, Bulgaria, Central African Republic, Croatia, Djibouti, Egypt,"
109,"Indonesia, Malaysia"
110,United States
111,"Argentina, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Guyana, Honduras, Nicaragua, Panama,"
112,"France, Portugal, Spain"
113,"Armenia, Azerbaijan, Bangladesh, Bhutan, Cambodia, China, Egypt, Georgia, India, Iran,"
114,"Cote d'Ivoire, Guinea, Liberia, Sierra Leone"
115,"China, North Korea, South Korea"
116,Ethiopia
117,"Bangladesh, Cambodia, India,  Myanmar, Nepal, Pakistan, Sri Lanka, Thailand"
118,"Algeria, Angola, Benin, Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, DR Congo, Cote d'Ivoire,"
119,"Botswana, Burundi, Ethiopia, Kenya, Malawi, Mozambique, Rwanda, Somalia, South Africa, Swaziland,"
120,"Egypt, Iraq, Jordan, Kuwait, Syria, United Arab Emirates,  Yemen"
121,"Bhutan, Cambodia, India,  Myanmar, Nepal, Thailand, Viet Nam"
122,"Bangladesh, India, Nepal, Pakistan, Bhutan"
123,"Angola, Botswana, DR Congo, Ethiopia, Kenya, Malawi, Mozambique, Namibia, Rwanda, South Africa,"
124,"Bangladesh, Brunei, Cambodia, India, Indonesia, Laos, Malaysia, Myanmar, Philippines, Singapore,"
125,"Bangladesh,  Bhutan, Brunei, Cambodia, China, India, Indonesia, Laos, Malaysia, Myanmar,"
126,"Angola, Cameroon, Central African Republic, Congo, Equatorial Guinea, Gabon, Nigeria"
127,"Syria, Turkey"
128,"Argentina, Belize, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, El Salvador, Grenada, Guatemala,"
129,"China, India, Iran, Mongolia, Turkmenistan, Israel, Kazakhstan, Uzbekistan"
130,"Laos, Viet Nam"
131,"Canada, Mexico, United States  Nearctic"
132,"Bolivia, Brazil, Colombia, Ecuador, Guyana, Panama, Paraguay, Peru,  Suriname, Venezuela"
133,"China, Mongolia"
134,"Angola, Botswana, DR Congo, Ethiopia, Kenya, Lesotho, Malawi, Mozambique, Namibia, Rwanda,"
135,"Rwanda, Uganda, DR Congo"
136,"Brunei, China, Indonesia, Malaysia, Myanmar, Philippines, Singapore, Thailand, Timor-Leste, Viet Nam"
137,Nearctic
138,"India   Karnataka, Kerala, Tamil Nadu"
139,"Angola, Botswana, Central African Republic, Chad, DR Congo, Eritrea, Swaziland, Ethiopia, Kenya, Malawi,"
140,"Canada, Iceland,  Norway, Russia, Denmark, Faroe Islands, Finland, France, Germany, Spain,"
141,"Mexico, United States"
142,"Bahamas, Belize, Brazil, Colombia, Costa Rica, Cuba, Dominican Republic, Guatemala, Guyana, Honduras,"
143,"Bolivia, Brazil, Colombia, Ecuador, Peru"
144,"Botswana, Namibia, South Africa, Zimbabwe, Angola"
145,"Indonesia, Malaysia, Myanmar, Thailand"
146,"Algeria, Morocco"
147,"Belize,  Bolivia, Brazil, Canada, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras,"
148,"Eritrea, Ethiopia"
149,"Palearctic, Indomalayan"
150,"Bangladesh, Bhutan, China, India, Maldives,  Myanmar, Nepal, Pakistan, Sri Lanka"
151,"Angola, Botswana, Mozambique, Namibia, South Africa, Swaziland, Tanzania, Zambia, Zimbabwe"
152,"Canada, Mexico, United States, Costa Rica, El Salvador, Guatemala, Honduras"
153,Russia
154,"China, India"
155,"Austria, Belgium, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Ireland,"
156,"Indonesia, Malaysia, Thailand"
157,"India, Nepal, Pakistan, Sri Lanka, Bangladesh"
158,"Argentina, Belize, Bolivia, Brazil, Chile, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala,"
159,"Albania, Algeria, Andorra, Armenia, Austria, Azerbaijan, Bangladesh, Belarus, Belgium, Bhutan,"
160,"Antigua and Barbuda, Argentina, Barbados, Bolivia, Brazil, Chile, Colombia, Costa Rica, Cuba, Dominica,"
161,"Angola, Botswana, Djibouti, Eritrea, Ethiopia, Kenya, Lesotho, Mozambique, Namibia, Somalia,"
162,"Belgium, Canada, Denmark, Estonia, Faroe Islands, Finland, France, Germany, Iceland, Ireland,"
163,"Cambodia, Indonesia, Malaysia, Myanmar, Thailand, Viet Nam"
164,"Belarus, China, France, Germany, Kazakhstan, Luxembourg, Mongolia, Norway, Russia, Austria,"
165,"Ethiopia, Kenya"
166,"Angola, Argentina, Australia, Bahamas, Brazil, Canada, Cape Verde, Chile,  Congo, DR Congo,"
167,"Angola, Botswana, Namibia, South Africa, Zimbabwe"
168,"Myanmar, Thailand"
169,"Argentina, Australia, Brazil, Chile, Gabon, Madagascar, Mauritius, Mozambique, Namibia, New Zealand,"
170,"Argentina, Bolivia, Brazil, Colombia, Ecuador, Guyana, Paraguay, Peru, Suriname, Venezuela"
171,"Kenya, Tanzania"
172,"Chad, Niger"
173,Argentina
174,Brazil
175,"Angola, Botswana, Cameroon, Central African Republic,  Chad, DR Congo, Ethiopia, Kenya, Mozambique, Namibia,"
176,"Canada, Mexico, United States, Japan, Argentina, Australia, Chile, New Zealand"
177,"Angola, Botswana, DR Congo, Kenya, Malawi, Mozambique, Namibia, South Africa,  Tanzania, Zambia,"
178,"Djibouti, Eritrea, Ethiopia, Saudi Arabia, Somalia, Sudan, Yemen"
179,"Belize, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, United States"
180,"Angola, Botswana, Lesotho, Mozambique, Namibia, South Africa, Swaziland, Zambia, Zimbabwe"
181,"Angola, Botswana, Ethiopia, Kenya, Mozambique, Namibia, Somalia, South Africa, South Sudan, Tanzania,"
182,"Croatia, Cyprus, Greece, Mauritania,  Portugal, Turkey, Western Sahara, Albania, Egypt, France,"
183,"Bangladesh, Cambodia, Indonesia, Malaysia, Myanmar, Thailand, Viet Nam"
184,"Argentina, Bolivia, Brazil, Colombia, Ecuador,  Guyana, Paraguay, Peru, Suriname, Uruguay,"
185,"Brunei, Indonesia, Malaysia"
186,"Malawi, Mozambique, South Africa, Zimbabwe"
187,"Canada, Japan, Russia, United States, China, North Korea, South Korea"
188,"Cameroon, Central African Republic, Congo, DR Congo, Cote d'Ivoire, Equatorial Guinea, Gabon, Ghana, Guinea, Guinea-Bissau,"
189,"Canada, United States  Alberta, British Columbia, Labrador, Manitoba, New Brunswick, Newfoundland, Northwest Territories, Nova Scotia, Ontario, Québec,"
190,"Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, Laos, Malaysia, Myanmar,"
191,"France, Romania, Russia, Spain,  Ukraine, Estonia"
192,"Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad,  Congo, DR Congo,"
193,"Algeria, Chad, Egypt, Libya, Mali, Mauritania, Morocco, Niger, Sudan, Tunisia"
194,"Armenia, Azerbaijan, Georgia, Iran, Iraq, Pakistan, Russia, Turkey, Turkmenistan, Afghanistan"
195,"Angola, Benin, Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, DR Congo, Cote d'Ivoire, Ethiopia,"
196,"Albania, Algeria, Andorra, Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic,"
197,"Cote d'Ivoire, Guinea, Guinea-Bissau, Liberia, Senegal, Sierra Leone"
198,"China, India, Nepal, Bhutan"
199,Afrotropical
200,"Albania, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bhutan, Bosnia and Herzegovina, Bulgaria, China,"
201,"Angola, Benin, Botswana, Burkina Faso, Burundi, Central African Republic, Chad, Congo, DR Congo, Cote d'Ivoire,"
202,Ecuador
203,"Angola, Botswana, Central African Republic,  DR Congo, Djibouti, Eritrea, Swaziland, Ethiopia, Kenya, Malawi,"
204,"Cameroon, Central African Republic, Chad, Guinea, Mali, Senegal, South Sudan"
205,"Bahrain, Bangladesh, Bhutan, India, Iran, Kuwait, Nepal, Pakistan, Saudi Arabia, Sri Lanka,"
206,"Argentina, Bolivia, Brazil,  Colombia, Ecuador, Guyana, Paraguay, Peru, Suriname, Venezuela"
207,"China, India, Nepal"
208,"Afghanistan, India, Iran, Pakistan"
209,"Cameroon, Central African Republic, Congo, DR Congo, Cote d'Ivoire, Ethiopia, Gabon, Ghana, Guinea, Kenya,"
210,"Algeria, Angola, Benin, Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, Cote d'Ivoire, Djibouti,"
211,"China, India, Kazakhstan, Kyrgyzstan, Mongolia, Nepal, Pakistan, Russia, Tajikistan, Uzbekistan,"
212,"Namibia, South Africa"
213,"Argentina, Bolivia, Chile, Peru"
214,"Afghanistan, Albania, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, China,"
215,"Benin, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Congo, DR Congo, Cote d'Ivoire, Eritrea,"
216,"Egypt, Israel, Jordan, Oman, Saudi Arabia, Sudan, Yemen, Ethiopia, Eritrea"
217,"Brazil, Colombia, Ecuador, Peru"
218,Neotropical
219,"Brunei, Indonesia, Malaysia, Thailand"
220,"Canada, Guatemala, Honduras, Mexico, United States"
221,"Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Guyana,  Panama, Peru, Suriname, Venezuela"
222,"Bhutan, China, Hong Kong, India, Laos, Myanmar, Nepal, Taiwan, Thailand, Viet Nam"
223,"Afghanistan, Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, South Korea, North Korea,"
224,"Colombia, Ecuador"
225,Panama
226,"Argentina, Bolivia, Brazil, Colombia, Ecuador, Guyana, Panama, Paraguay, Suriname, Uruguay,"
227,"Armenia, Azerbaijan, India, Iran, Kazakhstan, Oman, Pakistan, Tajikistan, Turkey, Turkmenistan,"
228,"Bolivia, Brazil, Colombia, Peru"
229,"Benin, Burkina Faso, Cote d'Ivoire, Gambia, Ghana, Guinea, Guinea-Bissau, Liberia, Mali, Senegal,"
230,Colombia
231,"China, Japan, South Korea, Taiwan"
232,"India, Sri Lanka"
233,"Indonesia, Laos,  Malaysia, Myanmar, Thailand, China"
234,"Botswana, Central African Republic, Chad, Kenya, Malawi, Mozambique, Namibia, Rwanda, South Africa, South Sudan,"
235,"Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, Iraq, Laos, Malaysia,"
236,Australasian
237,"China, Kazakhstan, Mongolia, Russia"
238,"Austria,  Belarus, China, Estonia, Finland, France, Germany, Ireland, Italy, Japan,"
239,"Angola, Cameroon, Central African Republic, Congo, DR Congo, Cote d'Ivoire, Equatorial Guinea, Gabon, Ghana, Guinea,"
240,"Benin, Cameroon, Central African Republic, Congo, DR Congo, Cote d'Ivoire, Equatorial Guinea, Gabon, Ghana, Guinea,"
241,"Benin, Burkina Faso, Cameroon, Central African Republic, Chad, DR Congo, Cote d'Ivoire, Eritrea, Ethiopia, Gambia,"
242,Viet Nam
243,"Argentina, Chile"
244,"China, Kazakhstan, North Korea, South Korea, Mongolia, Russia"
245,"Austria, Germany, Italy, Liechtenstein, Poland, Slovakia, Slovenia, Switzerland, Romania"
246,"Albania, Andorra, Australia, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark,"
247,"Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, China, Croatia, Czech Republic,"
248,"Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Jamaica, Saint Kitts and Nevis,"
249,"Cameroon, Equatorial Guinea, Nigeria"
250,"China, India, Nepal, Pakistan, Bhutan"
251,"Argentina, Bolivia, Brazil, Paraguay"
252,"Costa Rica, Honduras, Nicaragua, Panama"
253,"Andorra, Armenia,  Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, China, Croatia,"
254,"Argentina, Bolivia, Chile, Colombia, Ecuador, Peru"
255,South Africa
256,"Angola, Botswana, Burundi, Ethiopia, Kenya, Malawi, Mozambique, Namibia, Rwanda, Somalia,"
257,"Angola, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Congo, DR Congo, Cote d'Ivoire,"
258,"Honduras, Nicaragua, Costa Rica, Panama"
259,"Argentina, Chile, Peru"
260,"China, Taiwan"
261,"Cambodia, Laos, Viet Nam"
262,"Angola, Botswana, DR Congo, Namibia, Zambia"
263,"Barbados, Belize, Canada, Comoros, Costa Rica,  Cuba, Dominica, Dominican Republic, Guatemala, Honduras,"
264,"Benin, Burkina Faso, Cameroon, Central African Republic, Chad, Cote d'Ivoire, Djibouti, Eritrea, Ethiopia, Gambia,"
265,"Bhutan, China, India, South Korea, North Korea, Mongolia, Myanmar, Nepal, Pakistan, Russia,"
266,"Antigua and Barbuda, Argentina, Australia, Bahamas, Bangladesh, Belgium, Brazil, Canada, Cape Verde, Chile,"
267,"Argentina, Bolivia, Brazil, Chile, Ecuador, Paraguay, Peru, Uruguay"
268,"Ecuador, Colombia, Costa Rica"
269,"Angola, Benin, Cameroon, Central African Republic, Congo, DR Congo, Cote d'Ivoire, Equatorial Guinea, Gabon, Ghana,"
270,"Armenia, Azerbaijan, China, Georgia, India, Iran, Iraq, Israel, Jordan, Kazakhstan,"
271,"Mexico, United States  Nebraska, Kansas, Wyoming, Nevada, North Dakota, Texas, California, New Mexico, South Dakota, Oklahoma,"
272,New Zealand
273,"Brunei, Cambodia, Indonesia,  Laos, Malaysia, Myanmar, Singapore, Thailand, Viet Nam"
274,"Austria, Belarus, Belgium, Bulgaria, China, Croatia, Czech Republic, France, Georgia, Germany,"
275,"Bhutan, India"
276,"Antigua and Barbuda, Bahamas, Barbados, Cuba, Dominica, Dominican Republic, Grenada, Jamaica, Saint Kitts and Nevis, Saint Vincent and the Grenadines,"
277,"Colombia, Ecuador, Peru"
278,"Angola, Benin, Botswana, Burundi, Cameroon, Central African Republic, Chad, Congo, DR Congo, Equatorial Guinea,"
279,"Afghanistan, Bangladesh, Bhutan, Brunei, Cambodia, China, India, Indonesia, Laos, Malaysia,"
280,"Algeria, Chad, Djibouti, Egypt, Eritrea, Ethiopia, Israel, Jordan, Libya, Mali,"
281,"China, Japan, Kazakhstan, North Korea, South Korea, Mongolia, Russia"
282,"Angola, Burundi, Cameroon, Congo, DR Congo, Cote d'Ivoire, Cyprus, Egypt, Equatorial Guinea, Eritrea,"
283,"Bangladesh, India, Nepal, Pakistan"
284,"Argentina, Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Guyana, Panama, Paraguay, Peru,"
285,"Canada, Japan, North Korea, South Korea, Mexico, Russia, United States, China, Taiwan"
286,"Belize, Colombia, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama"
287,"South Africa, Argentina, Australia, Brazil, Chile"
288,"Ethiopia, Kenya, Somalia, South Sudan, Tanzania, Uganda"
289,"Afghanistan, China, India, Kazakhstan, Kyrgyzstan, Mongolia, Pakistan, Russia, Tajikistan, Uzbekistan"
290,"Angola, Benin, Botswana, Burkina Faso, Cameroon, Chad, DR Congo, Cote d'Ivoire, Eritrea, Ethiopia,"
291,"Algeria,  Angola, Benin, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Congo,"
292,"Afghanistan, Albania, Algeria, Andorra, Armenia, Austria, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina,"
293,"Angola, Benin,  Botswana, Burkina Faso, Cameroon, Central African Republic, Chad, Congo, Cote d'Ivoire, Eritrea,"
294,"Brazil, Guyana, Suriname, Venezuela"
295,"Bangladesh, Bhutan, Cambodia, India, Nepal, Pakistan, China, Laos, Myanmar, Viet Nam,"
296,"Argentina, Brazil, Chile, Peru, Uruguay, Colombia, Ecuador"
297,"Finland, Norway, Russia, Sweden"
298,"Angola, Kenya, Namibia, Somalia, Tanzania, Uganda"
299,"Angola, Burundi, DR Congo, Ethiopia, Kenya, Malawi, Mozambique, Rwanda, Somalia, South Africa,"
300,"Ethiopia, Kenya, Malawi, Mozambique, Somalia, Tanzania, Zambia"
301,"Benin, Burkina Faso, Cameroon, Central African Republic, Chad, DR Congo, Cote d'Ivoire, Ethiopia, Gambia, Ghana,"
302,"Brunei, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Singapore, Thailand, Viet Nam"
303,"Angola, Botswana, DR Congo, Malawi, Tanzania, Zambia, Namibia, Zimbabwe"
304,"Angola, Botswana, Kenya, Mozambique, Namibia, South Africa, Swaziland,  Tanzania, Zambia, Zimbabwe"
305,Japan  Pacific Ocean
306,"Philippines, Malaysia"
307,"Afghanistan, Armenia, Azerbaijan, Bulgaria, China, Egypt, Georgia, Greece, Iran, Iraq,"
308,"Belize, Colombia, Costa Rica, Ecuador, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama,"
309,"Afghanistan, Egypt, Iran, Israel, Jordan, Oman, Pakistan, Palestine, Saudi Arabia, Turkmenistan,"
310,"Afghanistan, Azerbaijan, China, Iran, Kazakhstan, Kyrgyzstan, Mongolia, Pakistan, Tajikistan, Turkmenistan,"
311,"Austria, Belarus, Belgium, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland,"
312,"Afghanistan, Albania, Algeria, Andorra, Armenia, Austria, Azerbaijan, Bangladesh, Bhutan, Bosnia and Herzegovina,"
313,"Argentina, Bolivia, Paraguay"
314,"China, Kazakhstan, North Korea, South Korea, Mongolia, Russia, Kyrgyzstan, Myanmar"
315,"Angola, Australia, Namibia, South Africa, Gabon"
316,Chile
317,"Angola, Botswana, Namibia, South Africa, Zimbabwe, Lesotho"
318,Cuba
319,"Bangladesh, Bhutan, Cambodia, China, India, Indonesia, Malaysia, Myanmar, Nepal, Thailand,"
320,"Cambodia, China, India, Laos, Myanmar, Thailand, Viet Nam"
321,"Bangladesh, Cambodia, India, Laos, Myanmar, Thailand, Viet Nam, China, Malaysia"
322,"Angola, Burundi, DR Congo,  Ethiopia, Kenya, Malawi, Mozambique, Rwanda, Somalia, South Africa,"
323,"Benin, Burkina Faso, Cameroon, Central African Republic, Chad, DR Congo, Cote d'Ivoire, Ethiopia, Ghana, Guinea,"
324,"Ethiopia, Kenya, South Sudan, Tanzania"
